id,image_id,#日本語(原文),#やさしい日本語
84608,558362,果物がたくさん並んで値札がつけられている,果物がたくさん並ぶ。果物に小さい紙がある。
84700,56437,男の目線は左斜め上にいっていて、男は黒いネクタイをしめている,男が上を見る。男が黒いネクタイをする。
84912,199881,男性がwiiを夢中でやっている,男がゲームで遊ぶ。
84993,538115,三番のゼッケンをつけたスキー選手と六番のゼッケンをつけた選手がならんでいる,雪の上で板の選手が並ぶ。服に番号がある。
85145,502024,wiiの白いリモコンが置いてある,白い道具がある。
85147,27565,野球帽をかぶった少年が笑っている,野球の帽子の子供が笑う。
85420,492677,婦人服売り場に立っている黒い服を着た男性,店に黒い服の男性が立つ。
85566,45016,トイレに青いビニールを履いた人がいる,トイレに青い服の人がいる。
85580,180083,白い靴を履いた人がスケボーをしている,白い靴の人が板に乗る。
85669,21592,Wiiのリモコンを使ってMiiを作っている,人が道具を使う。人が人を作る。
85719,115791,バッターボックスでバットを構えるバッター,打つ場所で選手が道具を持つ。選手が準備をする。
85805,394033,青い服を着た人が人参を売っている,青い服の人が野菜を売る。
85898,157469,赤い帽子をかぶった男性がwiiをしている,赤い帽子の男がゲームをする。
86155,128978,男性は迷彩柄のズボンをはいている,男性がズボンを着る。
86358,3983,白いバスの近くにスキーの装備をした人たちが集まっている,白いバスの近くに人々が集まる。雪の上の板がある。
86458,215456,道路近くにある止まれと書かれた道路標識が貼られた柵の前に自転車に乗った男性がいる,道の近くに止まると書いた看板があって前に男がいる。
86671,410101,BACK TO THE FUTUREのTシャツを着てWiiリモコンを握る男,文字の服の男が道具を持つ。
86714,333745,青い傘をさした女性がバスの横を歩いている,女が青い傘を持つ。女がバスの横を歩く。
86996,188824,ソファーの上にピンクの鈴をつけた猫が座っている,椅子の上に猫が座る。猫にピンクの丸い物がある。
87161,200421,お誕生日の帽子をかぶってこちらを向いている子供がいる,子供の頭に帽子がある。子供がこちらを見る。
87166,256668,白い小便器の上に置かれたトング,白いトイレの上に道具がある。
87226,206878,砂糖をまぶしたドーナツが3つクーラーの上にある,箱の上に菓子がいくつかある。上に白い物がある。
87316,78703,頭に布を巻いて腰に武器を結んでいる男性,男性の頭に布がある。腰に道具がある。
87551,409667,ボールを投げるピッチャーと後ろでグローブをかまえている選手,野球で選手がボールを投げる。後ろの選手が道具を持つ。
87563,299319,少女二人が傘をさして歩いている,少女二人が傘を持つ。少女二人が歩く。
87734,506874,夕焼けの中赤い日傘をさしている人がいる,夕焼けの中に人がいる。人が赤い傘を持つ。
87825,523297,花の絵が掛けられた綺麗なバスルームにシャワーカーテンが付けられている,風呂の部屋に花の絵がある。シャワーの布がある。
87881,76138,ブロッコリーが茹でられるのを待っている,野菜がある。待つ。
88003,456558,青いネクタイを締めたスーツ姿の髭を生やした男性が微笑んでいる,青いネクタイの男性がいる。男性が笑う。
88015,112949,ヘルメットとゴーグルをしてスノーボードをしている人,帽子の人が雪の上で板で滑る。
88064,194525,ゼッケンをつけた選手がアルペンスキーをしている,選手が雪の上で板で滑る。服に番号がある。
88262,173574,真ん中の黒い柵の中に羊が数匹いて、その周りにたくさんの羊たちが集まっている,黒い物の中に動物がいる。外に動物がたくさん集まる。
88265,213592,馬に乗っている人が帽子を被っている,人が馬に乗る。人の頭に帽子がある。
88293,94746,紳士服売り場で男性が電話をしている,店に服がある。男性が電話をする。
88372,360716,ヘルメットをかぶった子供がフリースタイルスキーのジャンプをしている,帽子の子供が雪の上で飛ぶ。
88407,390215,香草の乗った鶏肉とブロッコリーの盛り合わせ,肉と野菜の食べ物がある。
88444,232241,スノーボードを履いたまま座る二人の若者,雪の上に若い人が二人いる。足に板がある。二人が座る。
88539,178317,ゲレンデのリフトの下にスキーを履いた二人の女性が立っている,雪の場所に女性が二人立つ。足に板がある。
88699,6949,野菜をマヨネーズで和えたサラダを作っている,野菜の食べ物を作る。
88791,75563,丸いシルバーの金属製のものに携帯がはめこまれている,丸い金の物に電話がある。
88829,549327,黒いTシャツを着た男性が冷蔵庫をあさっている,黒い服の男が冷たい箱を見る。
88913,453507,猫が被された帽子に不満をもっている,猫の頭に帽子がある。
89650,118320,動物たちが緑の大地に座っている,緑の地に動物が座る。
89708,296797,傘をさしたひとが沢山の人が乗ったバスを見ている,人が傘を持つ。人がバスを見る。バスに人々がたくさんいる。
90222,296907,猫がケープとサンタ帽をかぶっている,猫の体に布がある。猫の頭に帽子がある。
90361,300786,工房で女性が壺に絵付けをしている,場所で女性が丸い物に絵をつける。
90385,421431,スノーボードを装着した人が山から見下ろしている,板をつける人が山の上から下を見る。
90484,500079,MARKET STREETと書かれた地面にささっている看板,地面に看板がある。文字がある。
90774,222295,たくさんの服が釣られたハンガーの上にトランクが2つある,たくさんの服がある。上に箱がいくつかある。
90862,281601,キャップをかぶった男性が箸で食べ物を取っている,帽子の男性が道具で食べ物を持つ。
91009,354507,ドット柄のネクタイをしめた胸元をアップにした写真である,ネクタイの写真がある。
91019,207676,wiiリモコンを右手に持った男性が部屋で直立している,男が部屋に立つ。右の手に道具がある。
91090,413295,緑のキャップをかぶった女性がバナナを持っている,緑の帽子の女性がバナナを持つ。
91096,355762,wiiのリモコンを持った人がパソコンをしている,人の手に道具がある。机の上に機械がある。
91121,64723,青いスポーツカーと青いバイク,青い車と青いバイクがある。
91187,570539,赤いバスの窓から帽子をかぶった男性が外を見ている,赤いバスの窓から帽子の男性が外を見る。
91244,45687,ステージの観客席でノートパソコンを広げる人物達,大きい場所に人々がいる。人々がコンピューターを使う。
91323,123137,ニットキャップをかぶった少年がスケートボードをしている,帽子の子供が板に乗る。
91326,558107,赤い消火栓の上に帽子がかぶせられている,赤い火事を消す道具の上に帽子がある。
91523,575156,白い服をきた人が男性のネクタイをつけてあげている,白い服の人が男性にネクタイをつける。
91627,542922,グリルされた白身魚に野菜が添えられている,白い魚と野菜がある。
91641,464144,白いヘルメットをかぶった男性がスキーをしている,白い帽子の男が雪の上で滑る。
91734,286503,一頭のゾウが上からぶら下がった丸いものに鼻をさしている,上から丸い物がある。大きい動物が鼻をつける。
91762,323418,いくつもの戦闘機が近い距離を保ったまま飛んでいる,空の物がいくつも飛ぶ。
91920,274291,ジーンズをはいた人の足元にスーツケースが置かれている,ズボンの人の足の下に荷物がある。
92076,3209,女性がヘルメットをして馬に乗って歩いている,帽子の女性が動物に乗る。女性が歩く。
92079,6471,白いユニフォームを着たバッターがバッターボックスで構えている,白い服の選手が打つ場所にいる。選手が準備をする。
92271,566729,岩の上で鳥が羽ばたいているのを白いハットをかぶった男性が見ている,鳥が飛ぶ。男がそれを見る。男の頭に白い帽子がある。
92296,189694,キッチンで電子レンジのボタンを女性が押している,料理をする場所で女が機械のボタンを押す。
92616,529434,タグがたくさんつけられたチェック模様のトランク,箱に小さい紙がたくさんある。
92659,355819,グラウンドに置かれたグローブとバット,地に道具がある。
92698,280918,エプロンをつけた女性が二人オーブンから調理された鳥肉を出している,女が二人いる。女が布をつける。女が熱い道具から肉を出す。
92703,356544,長い鼻をした犬の頭に帽子が被せられている,長い鼻の犬の頭に帽子がある。
92719,207275,赤い服を着た男性がwiiをしている,赤い服の男がゲームをする。
92771,178516,落書きされた電車を女性が見送っている,女が電車を見る。電車に絵がある。
92815,184227,男性がソファーに座ってwiiをしている,男が椅子に座る。男がゲームをする。
92819,567877,女の子二人の誕生日ケーキの蝋燭に男性が火を着けている,男性が火をつける。ケーキの上にろうそくがある。
92964,247014,男性がバットを持ってVサインをしている三枚連写の写真,男の手に道具がある。男が手を上げる。
92985,559884,ヘルメットをかぶった人がSTOPの標識を手に持っている,帽子の人が止まる看板を手に持つ。
93001,212351,飛行機が曇り空を羽を広げて飛んでいる,空の物の羽が出る。空の物が飛ぶ。
93179,29587,帽子をかぶった男性の頭の上に猫がのっている,帽子の男性の頭の上に猫がいる。
93361,525777,バスの一番前の席に帽子をかぶった男性が座っている,バスの前に帽子の男性が座る。
93754,3938,頭に花をつけた女性が立っている,女性の頭に花がある。女性が立つ。
93967,395,黒い帽子をかぶった老人が耳に携帯電話をあてている,黒い帽子の老人が耳に電話を当てる。
94091,58141,女性が2人ずつ裸足に日傘をさして歩いている,女性が二人いる。女性が傘を持つ。女性が歩く。
94172,577880,グレーの上着の女性がボディボードをしている,女性が海で板に乗る。
94196,80131,コンロの火がつけっぱなしになっている,料理をする場所に火がある。
94211,242034,帽子を被って杖をついている人が映っている,帽子の人が道具を持つ。
94217,199387,顔の描いてあるヘルメットをかぶった男性がスキー板を手にしている,絵のある帽子の男の手に板がある。
94254,501122,男性がマスクをつけて木を削っている,男性の顔に布がある。男性が木を切る。
94274,167668,MARITIME MUSEUMが近くにあることを示す看板が歩道に立っている,道に看板が立つ。看板に文字がある。
94356,308545,白馬にヘルメットを被って乗っている海外の少年,少年が白い動物に乗る。
94360,360064,車のそばに帽子をかぶった人が立っている,車のそばに帽子の人が立つ。
94690,457400,ベットの上にノートパソコンと地図を広げて見ているところ,ベッドの上にコンピューターと地図がある。人がそれを見る。
94755,140151,路上でたくさんのバナナを吊るして売っている,店にバナナがたくさんある。売る。
94811,30931,白い冷蔵庫にステッカーが貼られている,白い機械に小さい紙がある。
94820,531852,コントローラを握りしめてゲームをする二人の男性,男性が二人いる。男が道具を持つ。男がゲームをする。
94913,322056,馬に乗っている人物は葉巻を吸っている,馬に乗る人物が白い物を吸う。
94928,574619,キリンが黒いコートを着た人の手に口を乗せている,首が長い動物が黒い服の人の手に口をつける。
94929,126564,傘をさした女性が本を読みながら歩いてる,傘の女性が本を読む。女性が歩く。
94958,563175,バスタブから白い布を纏った足が2本見えている,風呂に白い布がある。足がある。
94994,525899,サーフスーツに身を包んだ女性サーファーが波に乗っている,女性が海で板に乗る。
95034,18903,ソファーの上にUSBの刺さった黒いノートパソコンとその横に居るうなだれた猫,黒いコンピューターが椅子の上にある。横に猫がいる。
95163,69009,青い帽子をかぶった子どもが動物の方を向いている,青い帽子の子供が動物を見る。
95175,356937,29番のゼッケンをつけた男性がトライアスロンをしている,番号のある服の男が走る。
95194,355240,赤い首輪をして犬がガラス越しに外を見ている,犬の首に赤い布がある。犬が外を見る。
95423,284743,カメラのフラッシュが焚かれている,カメラの光がある。
95779,79846,木造の古い小屋とオレンジに塗られた水栓,古い建物がある。水の道具がある。
95938,140043,フレンチトーストにグレープジャムが添えられている,甘い食べ物がある。上に甘い物がある。
95980,499007,背が高い草で膝までかくされた象たちがならんでいる,草の中に大きい動物が並ぶ。
95989,360350,海辺でサーフボードを背負っている人がいる,海で板の人がいる。
96189,554433,白い帽子に口髭にペンダントを提げた男,白い帽子の男がいる。首に小さい物がある。
96229,428881,グローブをはめた男の子が芝生の上で遊んでいる,少年が野球の道具を手につける。少年が草の上で遊ぶ。
96258,34193,両手をついている熊と立っている熊がいる,熊がいる。熊が手を下につける。別の熊が立つ。
96265,320490,ヘルメットをかぶってバットを振る少年,帽子の少年が道具を振る。
96341,318789,テーブルの上に積まれてい様々なはさみ,机の上に道具がたくさんある。
96344,462632,2台のノートPCの間に置かれた電話機とマウス,机の上に機械がいくつかある。電話がある。道具がある。
96425,247259,広いテーブルに五人が並んでパソコンを広げて座っている,広い机に人々が並ぶ。人々がコンピューターを開く。人々が座る。
96612,235006,青空と木立と赤いボンネットトレーラー,青い空と木がある。赤い車がある。
96825,412587,帽子をかぶった男性が凧を揚げている,帽子の男が玩具を空に上げている。
96866,89405,花瓶に刺された白いバラの花である,花瓶に白い花がある。
96957,59207,女性二人がヘルメットをかぶってバイクに乗っている,女性が二人いる。頭に帽子がある。バイクに乗る。
97084,578807,顔にフリスビーを付けて芝生の上にあぐらをかいた男,男の顔に丸い道具がある。男が草の上に座る。
97118,442809,果物皿に載せられたカップケーキ,皿に果物がある。甘い食べ物がある。
97472,428015,ヘルメットをかぶった少年がスケートボードをしている,帽子の少年が板に乗る。
97489,148568,首を伸ばすキリン達に餌をやる子供達,子供たちが首の長い動物に食べ物をやっている。
97576,291941,海岸の砂浜にテレビが打ち上がっている,海の砂にテレビがある。
97635,32609,ネクタイを締めた若者の古い写真がある,ネクタイの若い人の古い写真がある。
97644,516786,サーフボードを片手にキャップをかぶった男の自撮り,男が板を手に持つ。男の頭に帽子がある。
97668,342335,bs3という赤い文字が見える看板がある,看板に赤い文字が見える。
97767,217323,スノーボードを足に着けた男性が雪の地面に倒れている,男の足に板がある。雪の上に男が倒れる。
97837,212663,帽子をかぶった男性が8 FOOTHILL HS行きのバスに乗ろうとしている,帽子の男がバスに乗る。
97923,388795,ベッドルームに設えたレーシングゲーム用の座席と机とハンドル形コントローラ,部屋に机がある。ゲームの道具がある。
98041,465074,帽子をかぶった女性が多くの傘を持っている,帽子の女性が傘をたくさん持つ。
98083,247179,3頭の象に小さな電球がたくさんつけられ、光っている,大きい動物に小さい明るい物がたくさんついている。
98205,33441,小さな子が荷物の載ったカートを押している,小さい子供が荷物のある車を押す。
98259,128450,同じ格好をした男女が落書きされた壁にもたれかかって携帯を触っている,男と女が同じ服を着る。絵のある壁がある。二人が壁のそばに立つ。女が電話を触る。
98264,2525,デコレーションされたカップケーキを縦じまのエプロンをきた女性が売っている,甘い食べ物がある。女性がそれを売る。
98293,429710,オフィス街を走る自転車の群れとカウンターが乗った台車,道に車がたくさんある。
98521,466936,チェックのマフラーをしている人がたばこを吸っている,首の布の人が煙草を吸う。
98574,576084,白い服を着た男性が牛の乳搾りをしている,白い服の男性が牛の乳を取る。
98614,214363,女性が傘をさして自転車に乗っている,女が傘を持つ。女が車に乗る。
98723,158770,白い熊のぬいぐるみが六体、王冠をかぶっている,白い熊の人形がいくつかある。頭に帽子がある。
98731,538414,白いユニフォームを着た人がバッドを振っており、その後ろでキャッチャーの人がグローブをつけた左手を前に伸ばしている,白い服の人が道具を振る。後ろの人が手を前に出す。
98789,507536,長粒種の焼き飯とブロッコリーと肉の炒め物,ご飯に肉と野菜がある。
98799,287366,黒い傘をさした男性が椅子に座っている,黒い傘の男性が椅子に座る。
98845,98242,白いキャップを被った男性が上がった凧をみている,白い帽子の男性が空を見る。
98877,301991,白いドレスの女性はブレスレットをしている,白い服の女性が手に小さい物がある。
98918,221882,ボーダーの洋服の男性がカートを押している,男が車を押す。
98923,296136,さびた消火栓が道路わきに一つたっている,古い火事を消す道具が道の横にある。
98937,574808,角帽をかぶってスーツを着た人が四人いる,帽子の人がいくつかいる。服がある。
98947,132931,青いユニフォームの男性がグローブをはめている,青い服の男性がいる。手に道具がある。
98953,23893,帽子をかぶった女性がホットドッグを食べている,帽子の女性が食べ物を食べる。
98964,531532,女性が二人wiiリモコンとヌンチャクを持っている,女性が二人いる。女が道具を持つ。
99065,486162,一時停止の標識に様々なシールが貼り付けられている,止まる看板がある。小さい紙がいくつもつく。
99076,315620,青い迷彩服の女性が手を広げている,青い服の女性が腕を広い。
99203,562778,白いキャップをかぶった男性がジャンプをしながらテニスボールを打ち返そうしている,白い帽子の男性が走る。男性がボールを打つ。
99240,558229,男性が自動車のフロントガラスに大きな赤いリボンをつけている,車に大きい赤い布がある。
99336,355776,流しの前で踏み台に乗って黒いハイヒールのブーツをはいて歯を磨く女の子,女が鏡の前に立つ。女が口を洗う。靴がある。
99353,84540,ヘルメットをかぶって並走する2台の自転車,帽子の人が車で並ぶ。車が走る。
99497,131593,帽子をかぶった女性が紙の袋に入った食べ物を食べている,帽子の女性が食べ物を食べる。紙の袋がある。
99508,23406,象が一頭いて、その近くに帽子をかぶった作業着を着た男性が立っている,大きい動物がいる。近くに帽子の男性が立つ。
99567,427341,小さな傘と一体化しているヘアバンドを付けた一組の親子が肩を組んで楽しそうにしている,親子が二人いる。二人が傘を持つ。二人が楽しむ。
99629,248085,椅子の上に傘を取り付けた装置がある,椅子の上に傘がある。
99663,245313,子どもも大人もスキー板を履いてヤマの頂上に立っている,子供も大人もいる。雪の上で足に板がある。人々が上に立つ。
99840,15953,カップケーキにシナモンスティックが添えられている,甘い食べ物がある。上に細い物がある。
99865,505333,波打ち際で白い鳥が砂にくちばしを突っ込んでいる,波の近くに白い鳥がいる。鳥が砂に口をつける。
99866,436858,ピンクの手袋をして黒いウェアを着て、スキー板を足に装着した人がゲレンデにいる,人が雪の場所にいる。手にピンクの物がある。足に板がある。
99903,505242,スノーボードを装着した男性が立っている,男性が立つ。足に板がある。
99918,455772,野原でジャンプする人物の上を飛び過ぎた白いフリスビー,草のある土地で人の上に白い丸い道具が飛ぶ。
99921,39152,ピンクのスカートをはいた少女がピンクの凧を作っている,ピンクのスカートの少女がいる。少女がピンクの物を作る。
99966,126192,木の周りに集まるキリン達を横目に独り歩くキリン,木の近くに首の長い動物が集まる。動物が歩く。
100059,212800,傘をさしたたくさんの人がボートに乗っている,傘を持つ人々がいる。水の上の物に人々が乗る。
100089,562045,赤い帽子をかぶった男性がスケートボードをしている,赤い帽子の男が板に乗る。
100349,548095,白い牛が二頭、足を水につけていて周りに鳥が泳いでいる,白い牛がいる。足が水につく。鳥が水にいる。
100385,136285,子供が馬に乗っていて、そのリードを帽子をかぶった男性が持っている,子供が動物に乗る。帽子の男性がロープを持つ。
100392,170595,崩れた目玉焼きとベーコンとトマトとバターが塗られたパン,パンと食べ物がある。
100477,578088,携帯を抱えた猫がイヤフォンをつけている,猫が電話を持つ。猫がイヤホンをつける。
100621,316658,湖面に突き出た広場に鳥が二匹いる,水の上に鳥がいる。
100654,451104,雪の中を赤い帽子をかぶった人が歩いている,雪の中を赤い帽子の人が歩く。
100695,362563,白い洋服の男性がグローブをはめている,白い服の男性が手に道具をつける。
100720,322056,馬に乗った男性が煙草を吸っている,男性が馬に乗る。男性が煙草を吸う。
100746,410554,チェックのシャツを着た男性が、キッチンでパンにバターを塗っている,男性が料理をする場所にいる。パンにバターがある。
100919,447038,手ブレして見えづらいトイレと洗面台の写真,トイレの写真がある。
100971,572900,サンダル履きの男性がフリスビーをしている,男性が丸い道具で遊ぶ。靴がある。
101079,394840,舗装道路で馬に跨がったカウボーイハットの人間の後を付いていく羊達の群れ,道で帽子の人が馬に乗る。後ろに動物がたくさんいる。
101177,114183,ヘルメットとサングラス着用で自転車にまたがる少年と椅子に座る置物,帽子の少年が車に乗る。椅子の上に物がある。
101298,196853,ネクタイをはずした男性がいる,ネクタイの男性がいる。ネクタイがない。
101656,537672,マグネットでメモが貼り付けられた黒い冷蔵庫,黒い大きい機械に紙がある。
101710,525542,MONT CLAIR PARK BLVD行きのバスが見える,バスが見える。
101743,355221,ミラーがたくさん取り付けられて改造されたバイクが停まっている,バイクに鏡がたくさんある。
101758,289263,サーフボードを背中に貼り付けて立っている綺麗な女性,女性の背中に板がある。女性が立つ。
101811,84064,洋式便器の中の水が泡立っている,トイレの中に水がある。
101859,545826,椅子の上に像の被り物を付けた黒い猫が座っている,椅子の上に黒い猫が座る。猫の頭に物がある。
101916,183416,空に青い鳥が羽を広げて飛んでいる,空に青い鳥が飛ぶ。羽がある。
101927,207538,キッチンの棚に電子レンジがはめ込まれている,料理をする場所の棚に機械がある。
101984,286708,猫が頭にピンクの毛糸の帽子をかぶっている,猫の頭にピンクの帽子がある。
102060,164848,青い服を着て1番のぜっけんをつけた人がスキーをしている,青い服の人が雪の上で板で滑る。服に番号がある。
102069,505573,黒い犬が、首にリボンをつけて、こっちを向いて首をかしげている,黒い犬の首に布がある。犬がこっちを見る。
102075,544246,BABYと書かれたクマのケーキがある,熊のケーキがある。ケーキに文字がある。
102217,461255,帽子をかぶった人の足からスケートボードが離れている,帽子の人の足に板がある。板が足から離れる。
102347,35489,熊の模様の首輪をつけた犬が車の外を見ている,犬の首に物がある。犬が車の外を見る。
102483,58254,テレビのリモコンを下側から接写したもの,テレビの道具がある。
102843,548174,キリンが首を曲げて木の柵に顔を押し付けている,首が長い動物が木の壁に顔をつける。
103049,529434,たくさんシールのはられたスーツケース,旅行用の荷物に小さい紙がたくさんある。
103055,493196,黒いシャツをきて青いヘルメットをかぶった人がいる,黒い服の人の頭に青い帽子がある。
103133,390283,帽子をかぶった男性が一人いる,帽子の男性が一人いる。
103139,135155,スキーをしている人が2人いて右側の人は122のゼッケンをつけている,雪の上で板の人が二人いる。服に番号がある。
103239,178516,落書きされてしまった列車の前に女性がいる,絵のある列車の前に女性がいる。
103341,266579,アメリカの国旗をつけた船がある,船に大きい布がある。
103521,221820,赤い標識に数枚のシールが貼られている,赤い看板に紙がいくつかついている。
103604,305781,ノートパソコンの前で帽子をかぶった男性が携帯電話を触っている,帽子の男性がいる。男性が電話を触る。
103899,270165,ピンクの帽子をかぶったショッキングピンクの牛の置物が吊り下げられている,ピンクの帽子の牛の物が上にある。
104255,570624,傘をさした人たちが夜の道路に立っている,夜の道に傘の人々が立つ。
104350,88092,小太りの白人男性が横を向いて、wiiのリモコンを持っている,男が横を見る。男が道具を手に持つ。
104354,18111,野球で赤いユニフォームを着た男性がバッターボックスから走り出している,野球で赤い服の男性が走る。
104373,466211,バッターがバッターボックスで構えている,打つ人が打つ場所で準備をする。
104396,494345,便器に飛びうつってきた緑の鈴をつけた猫,緑の物がある猫がトイレの上にいる。
104460,106314,帽子をかぶったスケートボーダージャンプしている,帽子の人が板で飛ぶ。
104581,284465,サッカーの試合を傘をさして見ている人がいる,傘の人がサッカーの試合を見る。
104691,405062,明細のキャップをかぶった男性が、石の段を使ってスケボーしている,帽子の男が石の階段で板で滑る。
104793,284771,道路の交通標識の下にメッセージのプレートが取り付けられている,道の看板の下に文字のある板がついている。
104816,455279,雪山でスノボーの板を足につけた女性がオットセイのようなポーズをしている,雪の山で女性の足に板がある。女性が下に体を出す。
104828,2923,湿原で白いサギが1羽飛び、2羽歩いている,水の場所に白い鳥がいる。鳥が飛ぶ。鳥が歩く。
104865,445233,男女の後方の冷蔵庫には多くの写真が貼られている,男女の後ろに大きい機械がある。写真がたくさんある。
104949,345618,料理が白い皿に盛りつけられている,料理が白い皿にある。
104982,552364,ビーチでパラソルを広げている人がいる,海で傘の人がいる。
105400,173274,帽子をかぶった男性が光っている方向に顔を向けている,帽子の男性が光のある場所を見る。
105442,76249,L字型の信号機は赤を点灯させている,信号が赤い。
105654,512320,リフトの支柱の前でスキーを履いた男性が立っている,男が立つ。足に板がある。
105659,126592,案内標識の下に付けられた一時停止標識,案内の看板の下に止まる看板がついている。
105784,403150,バッターボックスでバッターが球を見送っている,打つ場所で打つ人がボールを見る。
105853,3192,食卓にピザがのってナイフとフォークが添えられている,食べ物がある。ナイフとフォークがある。
105971,529041,人だかりの歩道に横付けされる消防梯子車,消防の車が道にある。
106051,55772,ベーコンののったパンケーキと白いドリンク,パンの食べ物がある。肉がある。白い飲み物がある。
106143,169436,ヘルメットを後ろ向きにかぶって歩く野球のキャッチャー,野球の選手が歩く。帽子が後ろである。
106175,427034,犬がノートパソコンの上にあごを乗せて画面を見ている,犬が機械の上に顔をつける。犬が画面を見る。
106279,571865,道路脇にある消火栓から水が漏れており、ホースがつけられている,道の横に火事を消す道具がある。水が出る。長い物がある。
106288,92634,サンドイッチとポテトフライとピクルス,パンの食べ物と野菜がある。
106291,575958,芝生の広場で羊達がめいめい過ごしている,草の上に動物がいる。
106436,148977,くまのぬいぐるみに青いイヤホンがつけてある,熊の人形に青いイヤホンがある。
106438,107094,雪が積もった町で男性がスキー板をつけて立っている,雪の町で男性が足に板をつける。男性が立つ。
106439,349868,芝生の上に展示された種々の飛行機,草の上に空の物がある。
106602,358191,洗面所とバスタブは隣り合っている,風呂の場所がある。
106646,326058,白い帽子をかぶった男性が馬に乗って綱をひいてる,白い帽子の男性が馬に乗る。ロープがある。
106710,255708,緑のスキーウェアを着た小さい子どもがスキーの板を両足につけて滑っており、その向かい側に赤い服を着た人がいる,緑の服の子供が雪の上で板で滑る。前に赤い服の人がいる。
106726,559312,女性がバナナの乗った自転車を押している,女性が車を押す。車にバナナがある。
106768,85914,皿に肉や野菜の炒められた料理が盛られている,皿に肉と野菜の料理がある。
106936,105732,子供たちがゲレンデでスキーを履いている,子供たちが雪の上で板をつける。
107037,35498,シルバーのマウスにマジックで字が書いてある,金属の道具に文字が書いてある。
107155,205134,黒い帽子をかぶった太った男性が変わったデザインのケーキを切っている,黒い帽子の男性がケーキを切る。
107248,294712,子供がスキー板を履いて滑っている,子供が雪の上で板で滑る。
107335,405195,ドーナツも売ってるバラエティに富んだパン屋である,パンの店である。菓子も売る。
107346,125257,雪の中にスノーボードを付けた男性が立っている,雪の中で男性の足に板がある。男性が立つ。
107392,242940,ストップと書かれた赤い看板に、白いペンでBFLと書いてある,赤い看板に文字がある。白い字がある。
107557,39988,雪山でスノーボード板をつけた人が座っている,雪の山で人が座る。足に板がある。
107592,134888,青いヘルメットをかぶった人がバットを振り切っている,青い帽子の人が道具を振る。
107790,562139,台所の壁に電気がつけられている,台所の壁に電気がある。
107975,293625,メガネをかけた女性二人がwiiで遊んでいる,眼鏡の女性が二人いる。二人がゲームで遊ぶ。
108267,331600,DATE STREETと緑で書かれた看板,看板に文字がある。緑の字がある。
108276,70067,窓に貼りつけられた白い時計盤,窓に白い時計がある。
108307,333058,赤い傘をさした人々が階段を上っている,赤い傘の人々が階段の上に行く。
108516,259216,浅黒い肌をした女性が、バナナやココナツを売っている,女性が果物を売る。
108653,376112,スキーを履いた大勢の人が山の尾根に集まっている,雪の山に人々が集まる。足に板がある。
108711,360208,シルクハットをかぶって全身を黒でコーディネイトした女性が立っている,黒い帽子の女性が立つ。黒い服がある。
108727,335041,スキー板を履いて街を滑りぬける男性,男性が板で道を滑る。
109070,374087,段ボールの中にリンゴやバナナ、サツマイモなどの食べ物が入っている,箱の中に果物がある。食べ物がある。
109105,297108,黒い猫が三角の帽子を被っている,黒い猫の頭に帽子がある。
109176,69496,きのこ・ニンジンなどをたれにあえたものが皿に乗っている,野菜がある。皿に食べ物がある。
109203,366111,複数の帽子をかぶった男性が自転車に乗っている,帽子の男が車に乗る。
109303,159372,キャップをかぶってチェックのシャツを着た男性がスケートボードをしている,帽子の男が板で滑る。
109477,465601,女性がピンクの傘を差している,女性がピンクの傘を持つ。
109479,520043,ペイントのされたトラックが停まっている,車に絵がある。車が止まる。
109704,554928,子どもたちがスキー板を履いて進んでいる,子供たちが雪の上で板で進む。
109732,484722,スキー板を履いた人がジャンプしている,人が雪の上で飛ぶ。足に板がある。
109831,341910,ニット帽をかぶった人がスケートボードをしている,帽子の人が板で滑る。
109970,202178,果物や野菜が一定の距離を保っておかれている,果物と野菜が並ぶ。
110012,214503,市場でパラソルの下で野菜を売っている,店で野菜を売る。傘がある。
110037,203687,駐車場とかかれた看板の後ろにいる動物たち,看板に文字がある。後ろに動物がいる。
110140,309848,キュウリキャベツベーコンなどが挟まったサンドイッチ,サンドイッチがある。肉と野菜がある。
110211,523229,トイレのタンクに車椅子のステッカーが貼ってある,トイレに小さい紙がある。
110233,11051,女性が男性の胸に花をつけている,女性が男性の胸に花をつける。
110343,6672,白いドアには鍵が付けられている,白いドアに鍵がある。
110605,535259,母親が女の子に帽子を被せている,母親が女の子に帽子をつける。
110626,314992,黒い上着の女性がスマホのライトをつけている,黒い服の女性が電話を持つ。光がある。
110729,505818,女性がwiiのリモコンを振りかぶっている,女性が道具を持つ。女性がそれを振る。
110750,11340,象の顔や足に模様がペイントされている,大きい動物の顔と足に絵がある。
111090,478862,FIFIと書かれた飛行機の近くに子供と大人が立っている,飛行機に文字がある。近くに子供と大人が立つ。
111113,419680,細くて黒い柱に緑の看板がつけてある,木に緑の看板がある。
111202,404237,四分の一ほど食べかけた銀のお皿に乗るピザ,皿に食べ物がある。食べ物が少しある。
111208,556183,キノコとブロッコリーのクリームパスタ,白い食べ物がある。野菜がある。
111411,520910,お風呂にズボンと帽子を着用した女性が立っている,風呂に女性が立つ。女性がズボンと帽子をつける。
111439,566518,FORUMと書かれたスノーボードをはいてジャンプする人,板に文字がある。人が雪の上で飛ぶ。
